Unique Identifier,Body,Type,Other,Session,Date,Time,Status,Id,url,Agenda Summary,Agenda Packet,Final Actions,Minutes
2025-03-03 Regular,City Council,Regular,,2025,2025-03-03,05:30 PM,completed,4644,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4644,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4203&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4203&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2980&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2980&Inline=True
2025-03-10 Regular,City Council,Regular,,2025,2025-03-10,05:30 PM,cancelled,4643,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4643,,,,
2025-03-17 Regular,City Council,Regular,,2025,2025-03-17,05:30 PM,completed,4645,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4645,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4205&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4205&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2989&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2989&Inline=True
2025-03-24 Regular,City Council,Regular,,2025,2025-03-24,05:30 PM,completed,4646,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4646,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4214&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4214&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2994&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2994&Inline=True
2025-03-31 Regular,City Council,Regular,,2025,2025-03-31,05:30 PM,completed,4647,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4647,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4221&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4221&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2997&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2997&Inline=True
2025-04-07 Regular,City Council,Regular,,2025,2025-04-07,05:30 PM,completed,4648,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4648,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4222&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4222&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3000&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3000&Inline=True
2025-04-14 Regular,City Council,Regular,,2025,2025-04-14,05:30 PM,completed,4649,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4649,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4227&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4227&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3004&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3004&Inline=True
2025-04-28 Regular,City Council,Regular,,2025,2025-04-28,05:30 PM,completed,4650,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4650,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4238&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4238&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3008&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3008&Inline=True
2025-05-05 Regular,City Council,Regular,,2025,2025-05-05,05:30 PM,completed,4651,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4651,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4245&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4245&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3016&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3016&Inline=True
2025-05-12 Regular,City Council,Regular,,2025,2025-05-12,05:30 PM,completed,4652,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4652,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4247&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4247&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3020&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3020&Inline=True
2025-05-19 Regular,City Council,Regular,,2025,2025-05-19,05:30 PM,completed,4653,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4653,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4252&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4252&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3036&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3036&Inline=True
2025-06-02 Regular,City Council,Regular,,2025,2025-06-02,05:30 PM,completed,4654,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4654,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4268&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4268&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3041&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3041&Inline=True
2025-06-09 Regular,City Council,Regular,,2025,2025-06-09,05:30 PM,completed,4655,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4655,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4272&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4272&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3044&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3044&Inline=True
2025-06-16 Regular,City Council,Regular,,2025,2025-06-16,05:30 PM,completed,4656,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4656,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4275&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4275&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3046&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3046&Inline=True
2025-06-23 Regular,City Council,Regular,,2025,2025-06-23,05:30 PM,completed,4657,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4657,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4276&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4276&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3048&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3048&Inline=True
2025-06-30 Regular,City Council,Regular,,2025,2025-06-30,05:30 PM,completed,4658,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4658,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4278&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4278&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3053&Inline=True,
2025-07-21 Special,City Council,Special,,2025,2025-07-21,10:00 AM,completed,4775,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4775,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4286&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4286&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3057&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3057&Inline=True
2025-07-23 Special,City Council,Special,,2025,2025-07-23,02:00 PM,completed,4755,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4755,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4284&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4284&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3060&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3060&Inline=True
2025-08-04 Regular,City Council,Regular,,2025,2025-08-04,05:30 PM,completed,4745,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4745,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4289&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4289&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3066&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3066&Inline=True
2025-09-08 Regular,City Council,Regular,,2025,2025-09-08,05:30 PM,completed,4756,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4756,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4301&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4301&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3070&Inline=True,
2025-09-09 City Clerk Preliminary Screening Committee,City Council,City Clerk Preliminary Screening Committee,,2025,2025-09-09,11:00 AM,completed,4787,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4787,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4302&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4302&Inline=True,,
2025-09-15 Regular,City Council,Regular,,2025,2025-09-15,05:30 PM,completed,4757,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4757,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4308&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4308&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3075&Inline=True,
2025-09-19 City Clerk Preliminary Screening Committee,City Council,City Clerk Preliminary Screening Committee,,2025,2025-09-19,09:30 AM,completed,4791,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4791,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4310&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4310&Inline=True,,
2025-09-24 City Clerk Preliminary Screening Committee,City Council,City Clerk Preliminary Screening Committee,,2025,2025-09-24,11:00 AM,completed,4793,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4793,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4312&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4312&Inline=True,,
2025-09-29 Regular,City Council,Regular,,2025,2025-09-29,05:30 PM,completed,4758,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4758,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4313&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4313&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3080&Inline=True,
2025-10-06 Regular,City Council,Regular,,2025,2025-10-06,05:30 PM,completed,4759,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4759,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4317&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4317&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3086&Inline=True,
2025-10-06 Public Hearing,City Council,Public Hearing,,2025,2025-10-06,06:30 PM,completed,4790,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4790,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4309&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4309&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3085&Inline=True,
2025-10-10 City Clerk Preliminary Screening Committee,City Council,City Clerk Preliminary Screening Committee,,2025,2025-10-10,10:00 AM,completed,4799,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4799,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4323&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4323&Inline=True,,
2025-10-20 Regular,City Council,Regular,,2025,2025-10-20,05:30 PM,completed,4760,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4760,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4331&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4331&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3090&Inline=True,
2025-10-20 Public Hearing,City Council,Public Hearing,,2025,2025-10-20,06:30 PM,completed,4800,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4800,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4324&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4324&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3089&Inline=True,
2025-10-27 Regular,City Council,Regular,,2025,2025-10-27,05:30 PM,completed,4761,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4761,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4332&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4332&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3091&Inline=True,
2025-11-03 Regular,City Council,Regular,,2025,2025-11-03,05:30 PM,completed,4770,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4770,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4335&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4335&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3094&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3094&Inline=True
2025-11-10 Roundtable,City Council,Roundtable,,2025,2025-11-10,05:30 PM,completed,4762,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4762,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4336&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4336&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3100&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3100&Inline=True
2025-11-17 Regular,City Council,Regular,,2025,2025-11-17,05:30 PM,completed,4763,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4763,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4340&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4340&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3101&Inline=True,
2025-11-24 Regular,City Council,Regular,,2025,2025-11-24,05:30 PM,completed,4764,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4764,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4344&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4344&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3103&Inline=True,
2025-12-01 Regular,City Council,Regular,,2025,2025-12-01,05:30 PM,cancelled,4765,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4765,,,,
2025-12-08 Regular,City Council,Regular,,2025,2025-12-08,05:30 PM,completed,4766,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4766,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4350&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4350&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3107&Inline=True,
2025-12-15 Regular,City Council,Regular,,2025,2025-12-15,05:30 PM,completed,4767,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4767,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4352&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4352&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3112&Inline=True,
2025-12-17 Special,City Council,Special,,2025,2025-12-17,03:30 PM,completed,4819,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4819,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4346&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4346&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3113&Inline=True,
2025-12-22 Regular,City Council,Regular,,2025,2025-12-22,05:30 PM,completed,4768,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4768,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4354&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4354&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=3114&Inline=True,
2025-12-29 Regular,City Council,Regular,,2025,2025-12-29,05:30 PM,cancelled,4769,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4769,,,,
